fecha,numero,signo
08/01/2023,9636,Geminis
07/01/2023,9549,Tauro
06/01/2023,9434,Tauro
05/01/2023,6112,Virgo
04/01/2023,582,Piscis
03/01/2023,2638,Libra
02/01/2023,7728,Escorpion
01/01/2023,3146,Cancer
31/12/2022,6983,Acuario
30/12/2022,4203,Tauro
29/12/2022,6756,Escorpion
28/12/2022,7706,Sagitario
27/12/2022,9177,Cancer
26/12/2022,9104,Leo
25/12/2022,2546,Piscis
24/12/2022,3545,Aries
23/12/2022,4904,Escorpion
22/12/2022,4382,Libra
21/12/2022,6768,Tauro
20/12/2022,3986,Sagitario
19/12/2022,9957,Libra
18/12/2022,6475,Leo
17/12/2022,645,Virgo
16/12/2022,4173,Capricornio
15/12/2022,2631,Virgo
14/12/2022,672,Tauro
13/12/2022,6039,Acuario
12/12/2022,6669,Tauro
11/12/2022,1188,Virgo
10/12/2022,4429,Tauro
09/12/2022,3334,Leo
08/12/2022,178,Libra
07/12/2022,2399,Libra
06/12/2022,4458,Tauro
05/12/2022,1088,Tauro
04/12/2022,3053,Cancer
03/12/2022,4812,Escorpion
02/12/2022,2537,Leo
01/12/2022,6000,Capricornio
30/11/2022,3979,Libra
29/11/2022,2572,Cancer
28/11/2022,2971,Virgo
27/11/2022,8207,Escorpion
26/11/2022,8520,Acuario
25/11/2022,8040,Tauro
24/11/2022,6934,Escorpion
23/11/2022,2188,Capricornio
22/11/2022,6194,Sagitario
21/11/2022,3118,Piscis
20/11/2022,4909,Libra
19/11/2022,7131,Tauro
18/11/2022,8900,Leo
17/11/2022,8964,Libra
16/11/2022,7033,Cancer
15/11/2022,4298,Acuario
14/11/2022,83,Aries
13/11/2022,5609,Cancer
12/11/2022,6057,Aries
11/11/2022,4765,Tauro
10/11/2022,9722,Sagitario
09/11/2022,3162,Geminis
08/11/2022,2862,Acuario
07/11/2022,244,Acuario
06/11/2022,2440,Cancer
05/11/2022,3633,Acuario
04/11/2022,7793,Virgo
03/11/2022,2794,Escorpion
02/11/2022,3944,Sagitario
01/11/2022,3094,Geminis
31/10/2022,14,Piscis
30/10/2022,6407,Cancer
29/10/2022,5095,Acuario
28/10/2022,4416,Cancer
27/10/2022,2024,Libra
26/10/2022,2741,Piscis
25/10/2022,7806,Libra
24/10/2022,9726,Virgo
23/10/2022,1993,Acuario
22/10/2022,866,Capricornio
21/10/2022,2584,Libra
20/10/2022,834,Escorpion
19/10/2022,307,Aries
18/10/2022,7265,Piscis
17/10/2022,4391,Leo
16/10/2022,2273,Escorpion
15/10/2022,9093,Capricornio
14/10/2022,2486,Sagitario
13/10/2022,3001,Escorpion
12/10/2022,7084,Acuario
11/10/2022,9190,Virgo
10/10/2022,3418,Leo
09/10/2022,3936,Geminis
08/10/2022,4503,Cancer
07/10/2022,4089,Leo
06/10/2022,5927,Geminis
05/10/2022,4326,Leo
04/10/2022,6536,Leo
03/10/2022,7561,Libra
02/10/2022,6659,Acuario
01/10/2022,1075,Piscis
30/09/2022,8109,Piscis
29/09/2022,5054,Aries
28/09/2022,8950,Capricornio
27/09/2022,6418,Capricornio
26/09/2022,6503,Aries
25/09/2022,3119,Cancer
24/09/2022,9337,Capricornio
23/09/2022,3493,Sagitario
22/09/2022,3105,Sagitario
21/09/2022,3786,Acuario
20/09/2022,8529,Cancer
19/09/2022,1760,Leo
18/09/2022,1941,Geminis
17/09/2022,2882,Tauro
16/09/2022,244,Cancer
15/09/2022,614,Escorpion
14/09/2022,4866,Cancer
13/09/2022,819,Virgo
12/09/2022,2068,Acuario
11/09/2022,3679,Aries
10/09/2022,112,Sagitario
09/09/2022,2565,Escorpion
08/09/2022,2649,Libra
07/09/2022,2781,Cancer
06/09/2022,4819,Piscis
05/09/2022,7556,Tauro
04/09/2022,4484,Libra
03/09/2022,1913,Sagitario
02/09/2022,5227,Escorpion
01/09/2022,1256,Capricornio
31/08/2022,6422,Virgo
30/08/2022,7312,Piscis
29/08/2022,5858,Geminis
28/08/2022,6652,Tauro
27/08/2022,7244,Cancer
26/08/2022,7981,Sagitario
25/08/2022,3579,Virgo
24/08/2022,1976,Sagitario
23/08/2022,4163,Virgo
22/08/2022,7593,Virgo
21/08/2022,334,Sagitario
20/08/2022,5407,Piscis
19/08/2022,8425,Aries
18/08/2022,2344,Virgo
17/08/2022,1909,Capricornio
16/08/2022,4346,Aries
15/08/2022,8234,Virgo
14/08/2022,8062,Cancer
13/08/2022,2075,Acuario
12/08/2022,6984,Virgo
11/08/2022,2115,Virgo
10/08/2022,2280,Libra
09/08/2022,6238,Piscis
08/08/2022,9481,Virgo
07/08/2022,3638,Escorpion
06/08/2022,127,Cancer
05/08/2022,9621,Cancer
04/08/2022,6350,Piscis
03/08/2022,872,Piscis
02/08/2022,7786,Aries
01/08/2022,7649,Cancer
31/07/2022,4602,Libra
30/07/2022,470,Aries
29/07/2022,9695,Libra
28/07/2022,8555,Escorpion
27/07/2022,7802,Aries
26/07/2022,2941,Sagitario
25/07/2022,4517,Leo
24/07/2022,718,Sagitario
23/07/2022,8469,Piscis
22/07/2022,1400,Capricornio
21/07/2022,1383,Aries
20/07/2022,3489,Cancer
19/07/2022,5212,Aries
18/07/2022,1456,Sagitario
17/07/2022,4319,Tauro
16/07/2022,9178,Leo
15/07/2022,2666,Escorpion
14/07/2022,435,Aries
13/07/2022,7719,Piscis
12/07/2022,8325,Cancer
11/07/2022,3178,Aries
10/07/2022,7783,Acuario
09/07/2022,2068,Aries
08/07/2022,3759,Piscis
07/07/2022,7822,Tauro
06/07/2022,8486,Aries
05/07/2022,8260,Virgo
04/07/2022,7071,Capricornio
03/07/2022,5206,Acuario
02/07/2022,8928,Acuario
01/07/2022,6342,Aries
30/06/2022,9613,Geminis
29/06/2022,4056,Acuario
28/06/2022,1931,Libra
27/06/2022,4484,Piscis
26/06/2022,9031,Piscis
25/06/2022,9770,Aries
24/06/2022,905,Acuario
23/06/2022,5405,Escorpion
22/06/2022,281,Capricornio
21/06/2022,4644,Acuario
20/06/2022,2908,Leo
19/06/2022,9350,Acuario
18/06/2022,6630,Libra
17/06/2022,8175,Sagitario
16/06/2022,3671,Libra
15/06/2022,8872,Piscis
14/06/2022,4148,Virgo
13/06/2022,1265,Virgo
12/06/2022,9069,Libra
11/06/2022,3308,Piscis
10/06/2022,9645,Leo
09/06/2022,4716,Escorpion
08/06/2022,2762,Piscis
07/06/2022,238,Cancer
06/06/2022,4017,Capricornio
05/06/2022,976,Leo
04/06/2022,2405,Acuario
03/06/2022,2445,Escorpion
02/06/2022,1037,Piscis
01/06/2022,9615,Tauro
31/05/2022,8792,Capricornio
30/05/2022,4158,Cancer
29/05/2022,543,Geminis
28/05/2022,2893,Leo
27/05/2022,9716,Libra
26/05/2022,6742,Capricornio
25/05/2022,3576,Capricornio
24/05/2022,6452,Geminis
23/05/2022,6210,Piscis
22/05/2022,8365,Escorpion
21/05/2022,6736,Aries
20/05/2022,3027,Virgo
19/05/2022,92,Libra
18/05/2022,9589,Geminis
17/05/2022,7238,Geminis
16/05/2022,2802,Tauro
15/05/2022,3288,Cancer
14/05/2022,9653,Geminis
13/05/2022,5588,Aries
12/05/2022,4593,Leo
11/05/2022,7035,Libra
10/05/2022,613,Acuario
09/05/2022,4871,Capricornio
08/05/2022,1373,Piscis
07/05/2022,1506,Sagitario
06/05/2022,9176,Acuario
05/05/2022,7869,Tauro
04/05/2022,2972,Capricornio
03/05/2022,174,Sagitario
02/05/2022,7798,Tauro
01/05/2022,5099,Cancer
30/04/2022,4403,Libra
29/04/2022,4954,Aries
28/04/2022,7014,Tauro
27/04/2022,5256,Capricornio
26/04/2022,7286,Geminis
25/04/2022,3813,Geminis
24/04/2022,6714,Piscis
23/04/2022,8859,Aries
22/04/2022,6216,Escorpion
21/04/2022,963,Escorpion
20/04/2022,644,Sagitario
19/04/2022,2972,Cancer
18/04/2022,2729,Tauro
17/04/2022,8147,Tauro
16/04/2022,3165,Piscis
15/04/2022,9647,Virgo
14/04/2022,4230,Aries
13/04/2022,3707,Geminis
12/04/2022,5998,Piscis
11/04/2022,2756,Cancer
10/04/2022,506,Libra
09/04/2022,4702,Acuario
08/04/2022,7307,Virgo
07/04/2022,8198,Geminis
06/04/2022,4104,Capricornio
05/04/2022,636,Acuario
04/04/2022,6480,Sagitario
03/04/2022,8800,Piscis
02/04/2022,3123,Piscis
01/04/2022,5687,Libra
31/03/2022,1177,Escorpion
30/03/2022,601,Cancer
29/03/2022,5808,Piscis
28/03/2022,8909,Aries
27/03/2022,8009,Acuario
26/03/2022,6010,Leo
25/03/2022,3843,Geminis
24/03/2022,5183,Tauro
23/03/2022,6066,Capricornio
22/03/2022,1531,Libra
21/03/2022,7069,Sagitario
20/03/2022,2163,Tauro
19/03/2022,4478,Virgo
18/03/2022,5467,Cancer
17/03/2022,3230,Libra
16/03/2022,5295,Sagitario
15/03/2022,2582,Cancer
14/03/2022,8535,Aries
13/03/2022,3200,Tauro
12/03/2022,6357,Leo
11/03/2022,6574,Capricornio
10/03/2022,1511,Acuario
09/03/2022,8992,Geminis
08/03/2022,4373,Cancer
07/03/2022,9557,Leo
06/03/2022,5134,Tauro
05/03/2022,3283,Geminis
04/03/2022,8802,Aries
03/03/2022,7868,Geminis
02/03/2022,8442,Virgo
01/03/2022,5614,Sagitario
28/02/2022,4648,Capricornio
27/02/2022,4902,Leo
26/02/2022,477,Tauro
25/02/2022,6590,Acuario
24/02/2022,2639,Sagitario
23/02/2022,3129,Acuario
22/02/2022,6669,Cancer
21/02/2022,1226,Geminis
20/02/2022,6772,Libra
19/02/2022,2021,Piscis
18/02/2022,9827,Escorpion
17/02/2022,8884,Virgo
16/02/2022,6668,Aries
15/02/2022,6479,Sagitario
14/02/2022,5574,Cancer
13/02/2022,6000,Tauro
12/02/2022,2614,Leo
11/02/2022,9392,Geminis
10/02/2022,6694,Geminis
09/02/2022,3330,Geminis
08/02/2022,4718,Escorpion
07/02/2022,3020,Piscis
06/02/2022,3521,Leo
05/02/2022,507,Leo
04/02/2022,8523,Escorpion
03/02/2022,3574,Geminis
02/02/2022,2582,Libra
01/02/2022,2221,Sagitario
31/01/2022,9398,Capricornio
30/01/2022,7428,Cancer
29/01/2022,5426,Aries
28/01/2022,2562,Geminis
27/01/2022,9932,Virgo
26/01/2022,4064,Leo
25/01/2022,7733,Piscis
24/01/2022,8879,Tauro
23/01/2022,2973,Escorpion
22/01/2022,6166,Virgo
21/01/2022,8808,Capricornio
20/01/2022,5980,Sagitario
19/01/2022,9416,Aries
18/01/2022,2742,Escorpion
17/01/2022,904,Leo
16/01/2022,355,Libra
15/01/2022,8123,Virgo
14/01/2022,4824,Cancer
13/01/2022,3792,Sagitario
12/01/2022,8935,Sagitario
11/01/2022,5171,Geminis
10/01/2022,1895,Leo
09/01/2022,6778,Leo
08/01/2022,8991,Geminis
07/01/2022,3257,Capricornio
06/01/2022,6017,Aries
05/01/2022,6854,Aries
04/01/2022,8181,Aries
03/01/2022,2082,Geminis
02/01/2022,9566,Acuario
01/01/2022,3322,Sagitario
31/12/2021,8407,Piscis
30/12/2021,5131,Sagitario
29/12/2021,1325,Aries
28/12/2021,1140,Capricornio
27/12/2021,6516,Cancer
26/12/2021,8246,Escorpion
25/12/2021,6152,Leo
24/12/2021,8210,Tauro
23/12/2021,200,Virgo
22/12/2021,6990,Libra
21/12/2021,2552,Capricornio
20/12/2021,7366,Acuario
19/12/2021,8315,Sagitario
18/12/2021,1758,Acuario
17/12/2021,6489,Libra
16/12/2021,1037,Leo
15/12/2021,7733,Piscis
14/12/2021,1921,Aries
13/12/2021,128,Piscis
12/12/2021,1114,Geminis
11/12/2021,2539,Aries
10/12/2021,4570,Tauro
09/12/2021,1307,Tauro
08/12/2021,8629,Cancer
07/12/2021,334,Acuario
06/12/2021,1409,Tauro
05/12/2021,5210,Aries
04/12/2021,3264,Piscis
03/12/2021,2385,Aries
02/12/2021,852,Libra
01/12/2021,637,Geminis
30/11/2021,3014,Acuario
29/11/2021,3629,Libra
28/11/2021,1833,Capricornio
27/11/2021,588,Cancer
26/11/2021,5125,Escorpion
25/11/2021,8460,Sagitario
24/11/2021,8803,Escorpion
23/11/2021,2710,Cancer
22/11/2021,1936,Tauro
21/11/2021,9187,Geminis
20/11/2021,7767,Piscis
19/11/2021,4214,Sagitario
18/11/2021,3321,Sagitario
17/11/2021,962,Leo
16/11/2021,3034,Cancer
15/11/2021,5946,Cancer
14/11/2021,2677,Sagitario
13/11/2021,9402,Libra
12/11/2021,9896,Sagitario
11/11/2021,2130,Sagitario
10/11/2021,2470,Acuario
09/11/2021,3336,Acuario
08/11/2021,8459,Capricornio
07/11/2021,6180,Libra
06/11/2021,557,Capricornio
05/11/2021,3525,Geminis
04/11/2021,557,Capricornio
03/11/2021,4636,Escorpion
02/11/2021,4804,Cancer
01/11/2021,3602,Escorpion
31/10/2021,9015,Tauro
30/10/2021,1538,Leo
29/10/2021,496,Capricornio
28/10/2021,6220,Virgo
27/10/2021,5242,Escorpion
26/10/2021,5185,Escorpion
25/10/2021,281,Leo
24/10/2021,1633,Libra
23/10/2021,4243,Acuario
22/10/2021,3973,Acuario
21/10/2021,6311,Geminis
20/10/2021,226,Leo
19/10/2021,7752,Acuario
18/10/2021,7752,Acuario
17/10/2021,1939,Piscis
16/10/2021,6758,Sagitario
15/10/2021,5273,Sagitario
14/10/2021,4863,Geminis
13/10/2021,7048,Geminis
12/10/2021,8703,Sagitario
11/10/2021,8901,Escorpion
10/10/2021,6083,Geminis
09/10/2021,9621,Cancer
08/10/2021,3885,Acuario
07/10/2021,2584,Cancer
06/10/2021,271,Capricornio
05/10/2021,2395,Capricornio
04/10/2021,3132,Geminis
03/10/2021,4154,Leo
02/10/2021,5419,Tauro
01/10/2021,9008,Sagitario
30/09/2021,542,Aries
29/09/2021,7240,Geminis
28/09/2021,5423,Libra
27/09/2021,3750,Escorpion
26/09/2021,5205,Leo
25/09/2021,2885,Capricornio
24/09/2021,1381,Piscis
23/09/2021,1149,Aries
22/09/2021,905,Cancer
21/09/2021,7684,Sagitario
20/09/2021,5032,Piscis
19/09/2021,1632,Piscis
18/09/2021,7556,Libra
17/09/2021,8573,Piscis
16/09/2021,4968,Sagitario
15/09/2021,1934,Cancer
14/09/2021,3036,Tauro
13/09/2021,8314,Geminis
12/09/2021,5945,Capricornio
11/09/2021,9480,Virgo
10/09/2021,2821,Leo
09/09/2021,4632,Libra
08/09/2021,5231,Piscis
07/09/2021,4270,Aries
06/09/2021,2509,Geminis
05/09/2021,3621,Aries
04/09/2021,3416,Virgo
03/09/2021,7876,Sagitario
02/09/2021,3127,Sagitario
01/09/2021,2621,Acuario
31/08/2021,805,Piscis
30/08/2021,9900,Capricornio
29/08/2021,8923,Piscis
28/08/2021,3603,Cancer
27/08/2021,853,Cancer
26/08/2021,5660,Libra
25/08/2021,8386,Escorpion
24/08/2021,3121,Libra
23/08/2021,5006,Tauro
22/08/2021,8213,Tauro
21/08/2021,7382,Acuario
20/08/2021,3264,Libra
19/08/2021,7310,Geminis
18/08/2021,6635,Tauro
17/08/2021,597,Sagitario
16/08/2021,4955,Libra
15/08/2021,4529,Aries
14/08/2021,8908,Virgo
13/08/2021,7658,Cancer
12/08/2021,4009,Libra
11/08/2021,1329,Sagitario
10/08/2021,3023,Acuario
09/08/2021,5772,Sagitario
08/08/2021,7905,Tauro
07/08/2021,790,Acuario
06/08/2021,6740,Virgo
05/08/2021,3340,Tauro
04/08/2021,6548,Sagitario
03/08/2021,2578,Virgo
02/08/2021,809,Virgo
01/08/2021,9859,Cancer
31/07/2021,3791,Acuario
30/07/2021,9232,Aries
29/07/2021,605,Sagitario
28/07/2021,3414,Acuario
27/07/2021,4434,Tauro
26/07/2021,9256,Geminis
25/07/2021,9789,Aries
24/07/2021,7395,Acuario
23/07/2021,9674,Sagitario
22/07/2021,9419,Leo
21/07/2021,1389,Leo
20/07/2021,192,Acuario
19/07/2021,3382,Escorpion
18/07/2021,7215,Leo
17/07/2021,1106,Geminis
16/07/2021,3691,Virgo
15/07/2021,6820,Escorpion
14/07/2021,6836,Aries
13/07/2021,1138,Leo
12/07/2021,9885,Sagitario
11/07/2021,7441,Tauro
10/07/2021,7092,Piscis
09/07/2021,3461,Sagitario
08/07/2021,2322,Escorpion
07/07/2021,6097,Tauro
06/07/2021,3091,Geminis
05/07/2021,3212,Tauro
04/07/2021,483,Escorpion
03/07/2021,7091,Tauro
02/07/2021,5283,Leo
01/07/2021,7551,Escorpion
30/06/2021,5887,Libra
29/06/2021,807,Aries
28/06/2021,2363,Tauro
27/06/2021,3414,Acuario
26/06/2021,8176,Sagitario
25/06/2021,1089,Escorpion
24/06/2021,6003,Leo
23/06/2021,4888,Aries
22/06/2021,5943,Acuario
21/06/2021,4005,Geminis
20/06/2021,4550,Tauro
19/06/2021,1755,Escorpion
18/06/2021,8375,Acuario
17/06/2021,4211,Virgo
16/06/2021,2533,Geminis
15/06/2021,2083,Acuario
14/06/2021,3136,Piscis
13/06/2021,5313,Leo
12/06/2021,5230,Piscis
11/06/2021,2507,Leo
10/06/2021,611,Tauro
09/06/2021,3168,Piscis
08/06/2021,4474,Leo
07/06/2021,8019,Piscis
06/06/2021,5601,Aries
05/06/2021,8692,Tauro
04/06/2021,7436,Tauro
03/06/2021,9658,Sagitario
02/06/2021,7962,Escorpion
01/06/2021,7436,Tauro
31/05/2021,6435,Leo
30/05/2021,8104,Geminis
29/05/2021,9037,Leo
28/05/2021,402,Cancer
27/05/2021,1407,Aries
26/05/2021,6476,Leo
25/05/2021,449,Tauro
24/05/2021,8684,Virgo
23/05/2021,8156,Geminis
22/05/2021,4333,Cancer
21/05/2021,3094,Cancer
20/05/2021,7866,Capricornio
19/05/2021,7462,Virgo
18/05/2021,1676,Piscis
17/05/2021,3051,Acuario
16/05/2021,3767,Sagitario
15/05/2021,4513,Leo
14/05/2021,1787,Cancer
13/05/2021,8797,Aries
12/05/2021,3100,Capricornio
11/05/2021,1407,Aries
10/05/2021,7733,Escorpion
09/05/2021,223,Libra
08/05/2021,5681,Tauro
07/05/2021,4104,Acuario
06/05/2021,2620,Libra
05/05/2021,9561,Cancer
04/05/2021,1528,Virgo
03/05/2021,3843,Aries
02/05/2021,3398,Sagitario
01/05/2021,5987,Piscis
30/04/2021,735,Sagitario
29/04/2021,7115,Cancer
28/04/2021,2677,Leo
27/04/2021,8976,Sagitario
26/04/2021,1586,Sagitario
25/04/2021,3970,Cancer
24/04/2021,8726,Libra
23/04/2021,9196,Acuario
22/04/2021,5177,Leo
21/04/2021,9363,Cancer
20/04/2021,3452,Aries
19/04/2021,9706,Cancer
18/04/2021,385,Piscis
17/04/2021,7794,Cancer
16/04/2021,1978,Piscis
15/04/2021,4891,Geminis
14/04/2021,6856,Geminis
13/04/2021,2503,Cancer
12/04/2021,2896,Cancer
11/04/2021,3110,Libra
10/04/2021,4936,Leo
09/04/2021,8414,Cancer
08/04/2021,5138,Tauro
07/04/2021,5645,Piscis
06/04/2021,7439,Capricornio
05/04/2021,9561,Cancer
04/04/2021,8760,Sagitario
03/04/2021,5394,Piscis
02/04/2021,5394,Piscis
01/04/2021,9551,Escorpion
31/03/2021,1420,Cancer
30/03/2021,6470,Aries
29/03/2021,4663,Capricornio
28/03/2021,2192,Virgo
27/03/2021,9029,Escorpion
26/03/2021,4492,Geminis
25/03/2021,8862,Acuario
24/03/2021,4974,Escorpion
23/03/2021,2327,Piscis
22/03/2021,4915,Libra
21/03/2021,7258,Leo
20/03/2021,3708,Acuario
19/03/2021,1366,Virgo
18/03/2021,3392,Aries
17/03/2021,3120,Sagitario
16/03/2021,7999,Cancer
15/03/2021,2363,Geminis
14/03/2021,1470,Tauro
13/03/2021,9525,Sagitario
12/03/2021,9485,Aries
11/03/2021,5228,Sagitario
10/03/2021,552,Virgo
09/03/2021,9971,Libra
08/03/2021,3440,Cancer
07/03/2021,8542,Escorpion
06/03/2021,4395,Piscis
05/03/2021,8542,Escorpion
04/03/2021,6316,Cancer
03/03/2021,7142,Acuario
02/03/2021,7142,Acuario
01/03/2021,3723,Virgo
28/02/2021,9218,Virgo
27/02/2021,7568,Cancer
26/02/2021,3028,Escorpion
25/02/2021,9823,Piscis
24/02/2021,1477,Aries
23/02/2021,6965,Acuario
22/02/2021,5566,Tauro
21/02/2021,5427,Escorpion
20/02/2021,7866,Capricornio
19/02/2021,9635,Geminis
18/02/2021,1177,Tauro
17/02/2021,5953,Escorpion
16/02/2021,1699,Aries
15/02/2021,7958,Escorpion
14/02/2021,7958,Escorpion
13/02/2021,9684,Capricornio
12/02/2021,2405,Aries
11/02/2021,7105,Capricornio
10/02/2021,6457,Escorpion
09/02/2021,4877,Cancer
08/02/2021,3456,Libra
07/02/2021,1097,Escorpion
06/02/2021,4793,Leo
05/02/2021,5002,Escorpion
04/02/2021,8394,Acuario
03/02/2021,7796,Cancer
02/02/2021,4849,Capricornio
01/02/2021,2890,Virgo
31/01/2021,3234,Cancer
30/01/2021,6470,Aries
29/01/2021,5985,Piscis
28/01/2021,5103,Piscis
27/01/2021,539,Piscis
26/01/2021,6688,Libra
25/01/2021,8578,Leo
24/01/2021,7613,Cancer
23/01/2021,6633,Leo
22/01/2021,5538,Leo
21/01/2021,7875,Aries
20/01/2021,9870,Libra
19/01/2021,3108,Tauro
18/01/2021,7651,Tauro
17/01/2021,734,Piscis
16/01/2021,5184,Escorpion
15/01/2021,575,Piscis
14/01/2021,4802,Capricornio
13/01/2021,1052,Cancer
12/01/2021,1992,Escorpion
11/01/2021,3203,Cancer
10/01/2021,1313,Escorpion
09/01/2021,8867,Sagitario
08/01/2021,325,Leo
07/01/2021,4085,Tauro
06/01/2021,8785,Sagitario
05/01/2021,523,Tauro
04/01/2021,831,Leo
03/01/2021,818,Capricornio
02/01/2021,3859,Piscis
01/01/2021,2781,Leo
31/12/2020,1768,Virgo
30/12/2020,989,Libra
29/12/2020,4700,Capricornio
28/12/2020,195,Virgo
27/12/2020,8422,Piscis
26/12/2020,4019,Geminis
25/12/2020,9340,Aries
24/12/2020,9982,Libra
23/12/2020,6188,Escorpion
22/12/2020,3849,Aries
21/12/2020,1409,Escorpion
20/12/2020,1120,Aries
19/12/2020,3323,Piscis
18/12/2020,9441,Sagitario
17/12/2020,1072,Tauro
16/12/2020,7646,Tauro
15/12/2020,110,Acuario
14/12/2020,8421,Sagitario
13/12/2020,4726,Virgo
12/12/2020,2685,Tauro
11/12/2020,4325,Tauro
10/12/2020,5255,Tauro
09/12/2020,6903,Sagitario
08/12/2020,5064,Geminis
07/12/2020,4301,Escorpion
06/12/2020,5602,Aries
05/12/2020,1077,Aries
04/12/2020,7597,Libra
03/12/2020,7263,Acuario
02/12/2020,184,Escorpion
01/12/2020,213,Aries
30/11/2020,7757,Tauro
29/11/2020,287,Cancer
28/11/2020,3702,Libra
27/11/2020,6888,Capricornio
26/11/2020,5329,Geminis
25/11/2020,5610,Sagitario
24/11/2020,1353,Sagitario
23/11/2020,37,Libra
22/11/2020,4089,Escorpion
21/11/2020,9650,Aries
20/11/2020,6762,Piscis
19/11/2020,827,Geminis
18/11/2020,5006,Libra
17/11/2020,6275,Acuario
16/11/2020,4606,Tauro
15/11/2020,276,Tauro
14/11/2020,8677,Sagitario
13/11/2020,4051,Leo
12/11/2020,2029,Acuario
11/11/2020,3619,Escorpion
10/11/2020,6178,Piscis
09/11/2020,4320,Capricornio
08/11/2020,155,Capricornio
07/11/2020,8640,Virgo
06/11/2020,1664,Sagitario
05/11/2020,2426,Leo
04/11/2020,6778,Aries
03/11/2020,4609,Acuario
02/11/2020,7382,Acuario
01/11/2020,1678,Piscis
31/10/2020,1711,Geminis
30/10/2020,7741,Geminis
29/10/2020,2598,Acuario
28/10/2020,7115,Virgo
27/10/2020,1303,Piscis
26/10/2020,4837,Aries
25/10/2020,411,Acuario
24/10/2020,2100,Sagitario
23/10/2020,2338,Piscis
22/10/2020,6997,Virgo
21/10/2020,6389,Aries
20/10/2020,9599,Tauro
19/10/2020,6945,Leo
18/10/2020,1732,Escorpion
17/10/2020,1353,Capricornio
16/10/2020,9008,Piscis
15/10/2020,4103,Leo
14/10/2020,7049,Geminis
13/10/2020,4336,Acuario
12/10/2020,4535,Capricornio
11/10/2020,5782,Cancer
10/10/2020,5185,Capricornio
09/10/2020,4629,Escorpion
08/10/2020,3169,Sagitario
07/10/2020,7480,Aries
06/10/2020,2661,Cancer
05/10/2020,5129,Libra
04/10/2020,6756,Virgo
03/10/2020,4446,Leo
02/10/2020,2455,Tauro
01/10/2020,3104,Leo
30/09/2020,5542,Libra
29/09/2020,7698,Aries
28/09/2020,7299,Piscis
27/09/2020,2101,Sagitario
26/09/2020,7928,Geminis
25/09/2020,8414,Piscis
24/09/2020,3025,Capricornio
23/09/2020,5914,Escorpion
22/09/2020,3549,Libra
21/09/2020,5509,Aries
20/09/2020,1345,Acuario
19/09/2020,6490,Capricornio
18/09/2020,5661,Acuario
17/09/2020,3286,Escorpion
16/09/2020,9947,Acuario
15/09/2020,5037,Capricornio
14/09/2020,7919,Virgo
13/09/2020,7988,Tauro
12/09/2020,5217,Capricornio
11/09/2020,3965,Leo
10/09/2020,856,Acuario
09/09/2020,4897,Cancer
08/09/2020,4840,Aries
07/09/2020,1066,Escorpion
06/09/2020,5648,Escorpion
05/09/2020,6358,Geminis
04/09/2020,9204,Virgo
03/09/2020,4846,Sagitario
02/09/2020,3046,Cancer
01/09/2020,8977,Piscis
31/08/2020,297,Tauro
30/08/2020,2550,Escorpion
29/08/2020,9446,Geminis
28/08/2020,6232,Virgo
27/08/2020,7784,Cancer
26/08/2020,5724,Sagitario
25/08/2020,1773,Acuario
24/08/2020,5296,Tauro
23/08/2020,5016,Piscis
22/08/2020,9135,Sagitario
21/08/2020,7106,Tauro
20/08/2020,5965,Sagitario
19/08/2020,4237,Sagitario
18/08/2020,4423,Virgo
17/08/2020,4628,Tauro
16/08/2020,6639,Cancer
15/08/2020,4445,Piscis
14/08/2020,2071,Cancer
13/08/2020,9364,Capricornio
12/08/2020,6083,Virgo
11/08/2020,6809,Libra
10/08/2020,2611,Leo
09/08/2020,6844,Leo
08/08/2020,7131,Acuario
07/08/2020,8955,Leo
06/08/2020,2946,Capricornio
05/08/2020,2998,Capricornio
04/08/2020,8807,Capricornio
03/08/2020,3756,Virgo
02/08/2020,8513,Geminis
01/08/2020,4979,Tauro
31/07/2020,5242,Virgo
30/07/2020,9633,Piscis
29/07/2020,5959,Virgo
28/07/2020,9791,Sagitario
27/07/2020,2948,Leo
26/07/2020,6198,Cancer
25/07/2020,9985,Cancer
24/07/2020,2669,Tauro
23/07/2020,8095,Geminis
22/07/2020,2656,Capricornio
21/07/2020,8931,Aries
20/07/2020,5187,Aries
19/07/2020,9868,Virgo
18/07/2020,5523,Escorpion
17/07/2020,7124,Acuario
16/07/2020,810,Escorpion
15/07/2020,197,Sagitario
14/07/2020,9919,Libra
13/07/2020,2416,Capricornio
12/07/2020,2354,Capricornio
11/07/2020,7923,Acuario
10/07/2020,5655,Tauro
09/07/2020,1908,Cancer
08/07/2020,3705,Libra
07/07/2020,8728,Leo
06/07/2020,310,Libra
05/07/2020,5157,Leo
04/07/2020,8910,Libra
03/07/2020,4690,Leo
02/07/2020,9159,Piscis
01/07/2020,7379,Acuario
30/06/2020,2077,Libra
29/06/2020,1054,Leo
28/06/2020,4793,Escorpion
27/06/2020,4930,Tauro
26/06/2020,7489,Escorpion
25/06/2020,4458,Capricornio
24/06/2020,7994,Libra
23/06/2020,6176,Piscis
22/06/2020,1172,Capricornio
21/06/2020,6963,Virgo
20/06/2020,8827,Tauro
19/06/2020,5215,Virgo
18/06/2020,9159,Geminis
17/06/2020,4905,Capricornio
16/06/2020,3368,Acuario
15/06/2020,799,Capricornio
